SEQ_NAME	START	END	STRAND	NAME
chrX	154846	156210	-	YJL137C
chrX	156187	156492	+	YJL136W-A
chrX	156422	157306	-	YJL136C
chrX	157877	158194	+	YJL135W
chrX	158143	159429	+	YJL134W
chrX	159453	159862	-	YJL133C-A
chrX	160542	161703	+	YJL133W
chrX	161892	164286	+	YJL132W
chrX	164181	165379	-	YJL131C
chrX	165723	172367	-	YJL130C
chrX	173529	177593	-	YJL129C
chrX	178052	180324	-	YJL128C
chrX	180194	180310	+	YJL127W-A
chrX	181307	181808	-	YJL127C-B
chrX	181823	184288	-	YJL127C
chrX	184494	185545	+	YJL126W
chrX	185455	186718	-	YJL125C
chrX	187016	187816	-	YJL124C
chrX	187955	189448	-	YJL123C
chrX	189699	190398	+	YJL122W
chrX	190309	191130	-	YJL121C
chrX	191022	191345	+	YJL120W
chrX	191150	192236	-	YJL119C
chrX	191687	192472	+	YJL118W
chrX	192481	193487	+	YJL117W
chrX	193546	195072	-	YJL116C
chrX	196211	197266	+	YJL115W
chrX	197915	198595	+	YJL114W
chrX	198678	203325	+	YJL113W
chrX	205280	207600	+	YJL112W
chrX	207826	209700	+	YJL111W
chrX	209793	211666	-	YJL110C
chrX	212000	217309	-	YJL109C
chrX	217705	218856	-	YJL108C
chrX	218853	220016	-	YJL107C
chrX	221390	223327	+	YJL106W
chrX	225055	226737	+	YJL105W
chrX	227305	227944	+	YJL104W
chrX	227955	228479	-	snR37
chrX	228823	231047	-	YJL103C
chrX	231259	233875	+	YJL102W
chrX	234177	236507	-	YJL101C
chrX	237198	239167	+	YJL100W
chrX	239326	241995	+	YJL099W
chrX	242082	245258	+	YJL098W
chrX	245550	246298	+	YJL097W
chrX	246449	247046	+	YJL096W
chrX	247255	251691	+	YJL095W
chrX	251676	254487	-	YJL094C
chrX	254601	256798	-	YJL093C
chrX	257209	261040	+	YJL092W
chrX	260980	262560	-	YJL091C
chrX	262661	265095	-	YJL090C
chrX	265926	268415	+	YJL089W
chrX	268777	269895	+	YJL088W
chrX	269864	272610	-	YJL087C
chrX	272478	272846	-	YJL086C
chrX	272769	274809	+	YJL085W
chrX	274717	278143	-	YJL084C
chrX	278786	281032	+	YJL083W
chrX	281067	283598	+	YJL082W
chrX	283654	285284	-	YJL081C
chrX	285452	289427	-	YJL080C
chrX	289691	290938	-	YJL079C
chrX	291030	294054	-	YJL078C
chrX	293758	294320	+	YJL077W-B
chrX	294666	295061	-	YJL077C
chrX	294668	295047	+	YJL077W-A
chrX	295208	298915	+	YJL076W
chrX	298460	298876	-	YJL075C
chrX	299064	302872	-	YJL074C
chrX	303061	305205	+	YJL073W
chrX	305074	305899	-	YJL072C
chrX	306087	307962	+	YJL071W
chrX	307873	310683	-	YJL070C
chrX	310840	312722	-	YJL069C
chrX	312913	313936	-	YJL068C
chrX	314084	314434	+	YJL067W
chrX	313900	314910	-	YJL066C
chrX	314961	315591	-	YJL065C
chrX	315175	315570	+	YJL064W
chrX	315680	316498	-	YJL063C
chrX	316700	317157	+	YJL062W-A
chrX	317259	319869	+	YJL062W
chrX	319976	322282	+	YJL061W
chrX	323369	324817	+	YJL060W
chrX	324929	326274	+	YJL059W
chrX	326179	327922	-	YJL058C
chrX	328036	330179	-	YJL057C
chrX	330320	333174	-	YJL056C
chrX	333340	334155	+	YJL055W
chrX	334257	335780	+	YJL054W
chrX	335850	337220	+	YJL053W
chrX	337884	338003	-	YJL052C-A
chrX	338197	339398	+	YJL052W
chrX	339712	342345	+	YJL051W
chrX	342474	345802	+	YJL050W
chrX	345950	347402	+	YJL049W
chrX	347307	348727	-	YJL048C
chrX	349030	349367	-	YJL047C-A
chrX	349030	349390	-	snR60
chrX	349501	352228	-	YJL047C
chrX	352359	353682	+	YJL046W
chrX	355995	358139	+	YJL045W
chrX	358039	359725	-	YJL044C
chrX	360130	360903	+	YJL043W
chrX	361141	365600	+	YJL042W
chrX	365726	368502	+	YJL041W
chrX	368748	373799	-	YJL039C
chrX	375100	375810	-	YJL038C
chrX	376662	377336	+	YJL037W
chrX	378706	380250	+	YJL036W
chrX	380155	381054	-	YJL035C
chrX	381289	383582	+	YJL034W
chrX	383811	386230	+	YJL033W
chrX	386348	386662	+	YJL032W
chrX	386264	387442	-	YJL031C
chrX	387613	388260	+	YJL030W
chrX	388285	390914	-	YJL029C
chrX	391311	391646	+	YJL028W
chrX	391772	392317	-	YJL027C
chrX	392361	393744	+	YJL026W
chrX	393066	393287	-	YJL026C-A
chrX	393887	395654	+	YJL025W
chrX	395741	396623	-	YJL024C
chrX	397275	398390	-	YJL023C
chrX	398024	398898	+	YJL022W
chrX	398788	402486	-	YJL020C
chrX	400981	401238	+	YJL020W-A
chrX	402794	405274	+	YJL019W
chrX	405320	407389	+	YJL016W
chrX	407142	407426	-	YJL015C
chrX	407533	409283	+	YJL014W
chrX	409203	411032	-	YJL013C
chrX	411163	413414	-	YJL012C
chrX	414121	414798	-	YJL011C
chrX	417515	419599	-	YJL010C
chrX	419855	420181	+	YJL009W
chrX	419802	421706	-	YJL008C
chrX	422698	423012	-	YJL007C
chrX	423085	424168	-	YJL006C
chrX	425157	431237	+	YJL005W
chrX	431319	432213	-	YJL004C
chrX	432597	433192	+	YJL003W
chrX	433110	434707	-	YJL002C
chrX	435126	436040	+	YJL001W
chrX	436730	438695	+	YJR001W
chrX	438835	441006	+	YJR002W
chrX	440907	442575	-	YJR003C
chrX	442765	444896	-	YJR004C
chrX	445881	448089	+	YJR005W
chrX	448477	448758	-	YJR005C-A
chrX	449194	450736	+	YJR006W
chrX	450924	452094	+	YJR007W
chrX	452319	453526	+	YJR008W
chrX	453545	454729	-	YJR009C
chrX	456160	457903	+	YJR010W
chrX	457845	458391	-	YJR010C-A
chrX	458550	459471	-	YJR011C
chrX	459795	460418	-	YJR012C
chrX	460342	461687	+	YJR013W
chrX	461782	462525	+	YJR014W
chrX	462705	464387	+	YJR015W
chrX	464382	466223	-	YJR016C
chrX	466279	467055	-	YJR017C
chrX	466576	467274	+	YJR018W
chrX	467157	468295	-	YJR019C
chrX	468001	468333	+	YJR020W
chrX	468457	469614	-	YJR021C
chrX	469784	470113	+	YJR022W
chrX	469804	470205	-	YJR023C
chrX	470230	470964	-	YJR024C
chrX	470986	471701	-	YJR025C
chrX	472760	474082	+	YJR026W
chrX	472760	478028	+	YJR027W
chrX	478344	483612	+	YJR029W
chrX	478344	479666	+	YJR028W
chrX	483969	486255	-	YJR030C
chrX	486453	490898	-	YJR031C
chrX	491058	492383	+	YJR032W
chrX	492378	496451	-	YJR033C
chrX	496608	497083	+	YJR034W
chrX	497344	500761	+	YJR035W
chrX	500572	503545	-	YJR036C
chrX	503102	503485	+	YJR037W
chrX	503710	504072	-	YJR038C
chrX	503936	507301	+	YJR039W
chrX	507691	510154	+	YJR040W
chrX	510065	513836	-	YJR041C
chrX	514032	516447	+	YJR042W
chrX	516332	517581	-	YJR043C
chrX	518586	519277	-	YJR044C
chrX	519419	521741	-	YJR045C
chrX	522035	523904	+	YJR046W
chrX	524798	525428	-	YJR047C
chrX	526289	526838	+	YJR048W
chrX	526780	528494	-	YJR049C
chrX	528674	529679	+	YJR050W
chrX	529792	531437	+	YJR051W
chrX	532056	533825	+	YJR052W
chrX	534027	535751	+	YJR053W
chrX	535963	537652	+	YJR054W
chrX	538762	539659	+	YJR055W
chrX	541652	542699	-	YJR056C
chrX	544055	544781	+	YJR057W
chrX	544686	545203	-	YJR058C
chrX	545726	548367	+	YJR059W
chrX	548716	549908	+	YJR060W
chrX	550511	553318	+	YJR061W
chrX	553005	554866	-	YJR062C
chrX	555148	555703	+	YJR063W
chrX	555864	557648	+	YJR064W
chrX	557661	559184	-	YJR065C
chrX	559416	566828	+	YJR066W
chrX	566899	567450	-	YJR067C
chrX	567573	568775	+	YJR068W
chrX	568653	569432	-	YJR069C
chrX	569491	570621	-	YJR070C
chrX	570405	570773	+	YJR071W
chrX	570897	572155	-	YJR072C
chrX	572232	572959	-	YJR073C
chrX	573095	573751	+	YJR074W
chrX	573921	575369	+	YJR075W
chrX	575220	576678	-	YJR076C
chrX	577104	578215	-	YJR077C
chrX	578860	580221	+	YJR078W
chrX	580205	581239	+	YJR079W
chrX	580307	581637	-	YJR080C
chrX	581717	582362	-	YJR082C
chrX	582522	583556	-	YJR083C
chrX	583710	585029	+	YJR084W
chrX	585051	585481	-	YJR085C
chrX	586039	586417	+	YJR086W
chrX	586400	586750	+	YJR087W
chrX	586364	587423	-	YJR088C
chrX	587582	590662	+	YJR089W
chrX	590872	594327	-	YJR090C
chrX	594778	598406	-	YJR091C
chrX	598735	603078	+	YJR092W
chrX	603114	604261	-	YJR093C
chrX	604397	605643	-	YJR094C
chrX	608285	608988	+	YJR094W-A
chrX	609676	610934	+	YJR095W
chrX	611239	612131	+	YJR096W
chrX	612350	613059	+	YJR097W
chrX	612952	615187	-	YJR098C
chrX	615459	616409	+	YJR099W
chrX	616279	617380	-	YJR100C
chrX	618138	619174	+	YJR101W
chrX	619036	619833	-	YJR102C
chrX	620695	622564	+	YJR103W
chrX	622479	623057	-	YJR104C
chrX	623549	624648	+	YJR105W
chrX	624811	627036	+	YJR106W
chrX	626995	628436	+	YJR107W
chrX	628712	629083	+	YJR108W
chrX	629482	633004	-	YJR109C
chrX	633489	635813	+	YJR110W
chrX	635855	636706	-	YJR111C
chrX	636992	637687	+	YJR112W
chrX	637801	638276	+	YJR112W-A
chrX	638159	639030	-	YJR113C
chrX	638659	639051	+	YJR114W
chrX	639885	640684	+	YJR115W
chrX	640717	641828	+	YJR116W
chrX	641977	643467	+	YJR117W
chrX	643388	644139	-	YJR118C
chrX	644231	646523	-	YJR119C
chrX	647126	647476	+	YJR120W
chrX	647414	649370	+	YJR121W
chrX	649709	651335	+	YJR122W
chrX	651865	652698	+	YJR123W
chrX	652709	654280	-	YJR124C
chrX	654646	656023	-	YJR125C
chrX	656177	658676	-	YJR126C
chrX	658917	663059	-	YJR127C
chrX	662921	663280	+	YJR128W
chrX	663749	664070	+	snR3
chrX	663960	665065	-	YJR129C
chrX	665112	667199	-	YJR130C
chrX	667595	669348	+	YJR131W
chrX	669461	672832	+	YJR132W
chrX	672901	673726	+	YJR133W
chrX	673622	675893	-	YJR134C
chrX	675831	676788	-	YJR135C
chrX	676951	677332	+	YJR135W-A
chrX	677355	678724	-	YJR136C
chrX	678957	683285	-	YJR137C
chrX	684567	689321	+	YJR138W
chrX	689375	690588	-	YJR139C
chrX	690750	695696	-	YJR140C
chrX	690961	691110	+	YJR140W-A
chrX	695873	697065	+	YJR141W
chrX	697125	698274	+	YJR142W
chrX	698197	700673	-	YJR143C
chrX	700861	701757	+	YJR144W
chrX	701937	703088	-	YJR145C
chrX	703885	704238	+	YJR146W
chrX	704106	705393	+	YJR147W
chrX	705687	706937	+	YJR148W
chrX	707188	708411	+	YJR149W
chrX	708704	709744	-	YJR150C
chrX	712255	715740	-	YJR151C
chrX	717580	717630	+	YJR151W-A
chrX	719421	721393	+	YJR152W
chrX	722620	723984	+	YJR153W
chrX	725784	726824	+	YJR154W
chrX	727026	728328	+	YJR155W
chrX	728574	729596	-	YJR156C
chrX	730515	730877	+	YJR157W
chrX	732440	734143	+	YJR158W
chrX	736044	737117	+	YJR159W
chrX	738008	739816	-	YJR160C
chrX	742848	743999	-	YJR161C
chrX	744911	745261	-	YJR162C
chrXI	451	798	+	YKL225W
chrXI	1810	2181	-	YKL224C
chrXI	2389	2721	+	YKL223W
chrXI	3221	5738	-	YKL222C
chrXI	6107	7528	+	YKL221W
chrXI	8915	11381	-	YKL220C
chrXI	14527	15809	+	YKL219W
chrXI	17159	18411	-	YKL218C
chrXI	22177	24218	+	YKL217W
chrXI	25173	26403	+	YKL216W
chrXI	26827	30687	-	YKL215C
chrXI	31023	31757	-	YKL214C
chrXI	31885	34145	-	YKL213C
chrXI	34342	36478	+	YKL212W
chrXI	36699	38153	-	YKL211C
chrXI	38747	38999	+	snR64
chrXI	39114	42251	+	YKL210W
chrXI	42423	46295	-	YKL209C
chrXI	47136	48045	+	YKL208W
chrXI	48163	49007	+	YKL207W
chrXI	48940	49831	-	YKL206C
chrXI	50005	53466	+	YKL205W
chrXI	53670	55776	+	YKL204W
chrXI	55935	63359	-	YKL203C
chrXI	63821	64402	+	YKL202W
chrXI	63930	67466	-	YKL201C
chrXI	68117	70528	-	YKL198C
chrXI	70316	73897	-	YKL197C
chrXI	74772	75581	-	YKL196C
chrXI	75787	77161	+	YKL195W
chrXI	77038	78685	-	YKL194C
chrXI	78760	79921	-	YKL193C
chrXI	80017	80580	-	YKL192C
chrXI	81005	82732	+	YKL191W
chrXI	82901	83718	+	YKL190W
chrXI	84605	86121	+	YKL189W
chrXI	86225	88786	-	YKL188C
chrXI	89284	91536	-	YKL187C
chrXI	92644	93343	-	YKL186C
chrXI	94151	96378	+	YKL185W
chrXI	96597	98440	+	YKL184W
chrXI	98395	98607	-	YKL183C-A
chrXI	98578	99769	+	YKL183W
chrXI	100671	106826	+	YKL182W
chrXI	107140	108672	+	YKL181W
chrXI	109248	110238	+	YKL180W
chrXI	110337	112518	-	YKL179C
chrXI	112938	114670	-	YKL178C
chrXI	114356	114694	+	YKL177W
chrXI	115408	118332	-	YKL176C
chrXI	118747	120469	+	YKL175W
chrXI	120290	122322	-	YKL174C
chrXI	122492	125646	+	YKL173W
chrXI	125740	127141	+	YKL172W
chrXI	127398	130410	+	YKL171W
chrXI	130561	131186	+	YKL170W
chrXI	130289	131191	-	YKL169C
chrXI	131223	133463	-	YKL168C
chrXI	133569	134154	-	YKL167C
chrXI	134289	135868	-	YKL166C
chrXI	135790	136023	-	YKL165C-A
chrXI	137818	140748	-	YKL165C
chrXI	141536	142894	-	YKL164C
chrXI	144363	145698	+	YKL163W
chrXI	145922	146074	-	YKL162C-A
chrXI	147489	148947	-	YKL162C
chrXI	149054	150755	-	YKL161C
chrXI	153261	153778	+	YKL160W
chrXI	153713	154501	-	YKL159C
chrXI	154967	158376	+	YKL157W
chrXI	158595	159439	+	YKL156W
chrXI	158975	159091	-	YKL156C-A
chrXI	159411	161345	-	YKL155C
chrXI	161521	162400	+	YKL154W
chrXI	163600	164109	+	YKL153W
chrXI	163508	164408	-	YKL152C
chrXI	164917	165930	-	YKL151C
chrXI	166490	167559	+	YKL150W
chrXI	167461	168849	-	YKL149C
chrXI	169027	171281	-	YKL148C
chrXI	171551	172168	-	YKL147C
chrXI	171762	173947	+	YKL146W
chrXI	174190	175679	+	YKL145W
chrXI	174958	175050	+	YKL145W-A
chrXI	175716	176493	-	YKL144C
chrXI	176727	178253	+	YKL143W
chrXI	178457	179314	+	YKL142W
chrXI	179630	180362	+	YKL141W
chrXI	180505	182588	+	YKL140W
chrXI	182781	184607	+	YKL139W
chrXI	184521	185034	-	YKL138C-A
chrXI	185163	185767	-	YKL138C
chrXI	185891	186442	+	YKL137W
chrXI	186416	186814	+	YKL136W
chrXI	186382	188725	-	YKL135C
chrXI	188861	191494	-	YKL134C
chrXI	191624	193083	-	YKL133C
chrXI	193430	195002	-	YKL132C
chrXI	194478	194999	+	YKL131W
chrXI	195147	196078	-	YKL130C
chrXI	196243	200259	-	YKL129C
chrXI	200723	201786	-	YKL128C
chrXI	203516	205397	+	YKL127W
chrXI	205499	207822	+	YKL126W
chrXI	208164	210289	+	YKL125W
chrXI	210469	212488	+	YKL124W
chrXI	211867	212516	+	YKL123W
chrXI	212413	213032	-	YKL122C
chrXI	213927	216824	+	YKL121W
chrXI	217267	218450	+	YKL120W
chrXI	218448	219260	-	YKL119C
chrXI	219126	219437	+	YKL118W
chrXI	220293	221193	+	YKL117W
chrXI	221202	223082	-	YKL116C
chrXI	222893	223285	-	YKL115C
chrXI	223267	224501	-	YKL114C
chrXI	224619	225901	-	YKL113C
chrXI	226403	228906	+	YKL112W
chrXI	228464	228799	-	YKL111C
chrXI	228809	229902	-	YKL110C
chrXI	231956	234251	+	YKL109W
chrXI	234414	235854	+	YKL108W
chrXI	236107	237211	+	YKL107W
chrXI	236976	237269	-	YKL106C-A
chrXI	237436	239020	+	YKL106W
chrXI	238988	242782	-	YKL105C
chrXI	242979	245575	-	YKL104C
chrXI	245961	247736	-	YKL103C
chrXI	248062	248367	-	YKL102C
chrXI	248659	253532	+	YKL101W
chrXI	253456	255483	-	YKL100C
chrXI	254159	254248	+	YKL100W-A
chrXI	255616	256547	-	YKL099C
chrXI	256744	257927	+	YKL098W
chrXI	258503	258913	-	YKL097C
chrXI	259073	259222	-	YKL096C-B
chrXI	259205	259705	+	YKL096W-A
chrXI	261085	261945	+	YKL096W
chrXI	262277	263113	+	YKL095W
chrXI	263326	264379	+	YKL094W
chrXI	264728	265964	+	YKL093W
chrXI	266175	269535	-	YKL092C
chrXI	269623	270693	-	YKL091C
chrXI	271873	273374	+	YKL090W
chrXI	273369	275101	+	YKL089W
chrXI	275254	277208	+	YKL088W
chrXI	277055	277962	-	YKL087C
chrXI	278263	278739	+	YKL086W
chrXI	279042	280162	+	YKL085W
chrXI	280467	281020	+	YKL084W
chrXI	280921	281535	+	YKL083W
chrXI	281059	282379	-	YKL082C
chrXI	282888	284525	+	YKL081W
chrXI	283185	283279	+	snR38
chrXI	284943	286259	+	YKL080W
chrXI	286526	288646	+	YKL079W
chrXI	288812	291136	+	YKL078W
chrXI	291389	292833	+	YKL077W
chrXI	292793	293385	-	YKL076C
chrXI	292793	294403	-	YKL075C
chrXI	294536	296217	-	YKL074C
chrXI	296391	299168	+	YKL073W
chrXI	299344	302014	+	YKL072W
chrXI	304906	305971	+	YKL071W
chrXI	306211	306720	+	YKL070W
chrXI	307277	307858	+	YKL069W
chrXI	309161	309771	+	YKL068W-A
chrXI	310079	313180	+	YKL068W
chrXI	314758	315467	+	YKL067W
chrXI	315281	315724	+	YKL066W
chrXI	315732	316236	+	YKL065W-A
chrXI	316299	317093	-	YKL065C
chrXI	317607	320709	+	YKL064W
chrXI	320844	321684	-	YKL063C
chrXI	323123	325544	+	YKL062W
chrXI	325754	326357	+	YKL061W
chrXI	326356	327511	-	YKL060C
chrXI	328028	329513	-	YKL059C
chrXI	330136	330753	+	YKL058W
chrXI	330806	334018	-	YKL057C
chrXI	334237	334958	-	YKL056C
chrXI	335243	336191	-	YKL055C
chrXI	336322	338850	-	YKL054C
chrXI	339065	339528	-	YKL053C-A
chrXI	339572	339946	+	YKL053W
chrXI	339628	340569	-	YKL052C
chrXI	341149	342705	+	YKL051W
chrXI	342852	345620	-	YKL050C
chrXI	345963	346808	-	YKL049C
chrXI	347222	349221	-	YKL048C
chrXI	349442	351117	+	YKL047W
chrXI	351039	352863	-	YKL046C
chrXI	353420	355182	+	YKL045W
chrXI	356213	356762	+	YKL044W
chrXI	356481	358022	+	YKL043W
chrXI	358337	359773	+	YKL042W
chrXI	360049	360894	+	YKL041W
chrXI	360808	361856	-	YKL040C
chrXI	362504	364428	+	YKL039W
chrXI	364730	365073	+	snR69
chrXI	365370	369283	+	YKL038W
chrXI	369365	369721	+	YKL037W
chrXI	369197	369991	-	YKL036C
chrXI	369820	371558	+	YKL035W
chrXI	371728	374218	+	YKL034W
chrXI	374429	375285	+	YKL033W-A
chrXI	375427	378707	+	YKL033W
chrXI	380065	381858	-	YKL032C
chrXI	382072	382485	+	YKL031W
chrXI	382498	383103	+	YKL030W
chrXI	382602	384762	-	YKL029C
chrXI	385714	387520	+	YKL028W
chrXI	387505	389012	+	YKL027W
chrXI	389199	389997	-	YKL026C
chrXI	390180	392313	-	YKL025C
chrXI	392427	393365	-	YKL024C
chrXI	392906	393365	-	YKL023C-A
chrXI	393708	394707	+	YKL023W
chrXI	394726	397248	-	YKL022C
chrXI	397344	398750	-	YKL021C
chrXI	398742	402146	-	YKL020C
chrXI	402549	403594	+	YKL019W
chrXI	403491	403920	-	YKL018C-A
chrXI	404072	405217	+	YKL018W
chrXI	405079	407249	-	YKL017C
chrXI	407370	408060	-	YKL016C
chrXI	408446	411585	+	YKL015W
chrXI	411619	416913	-	YKL014C
chrXI	417336	418058	-	YKL013C
chrXI	418247	420199	+	YKL012W
chrXI	420064	421219	-	YKL011C
chrXI	421365	425963	-	YKL010C
chrXI	426200	427045	+	YKL009W
chrXI	427164	428592	-	YKL008C
chrXI	429261	430246	+	YKL007W
chrXI	430129	430674	-	YKL006C-A
chrXI	430752	431134	-	snR87
chrXI	431887	432791	+	YKL006W
chrXI	432920	435004	-	YKL005C
chrXI	435224	436934	+	YKL004W
chrXI	436999	437533	-	YKL003C
chrXI	437701	438620	+	YKL002W
chrXI	438704	439429	-	YKL001C
chrXI	440484	442757	-	YKR001C
chrXI	443027	444993	+	YKR002W
chrXI	445273	446816	+	YKR003W
chrXI	446751	448084	-	YKR004C
chrXI	448292	450250	-	YKR005C
chrXI	450332	451228	-	YKR006C
chrXI	451411	452072	+	YKR007W
chrXI	452169	454203	+	YKR008W
chrXI	454217	457131	-	YKR009C
chrXI	458742	461322	-	YKR010C
chrXI	461520	462804	-	YKR011C
chrXI	463739	464116	-	YKR012C
chrXI	463919	465075	+	YKR013W
chrXI	465272	466214	-	YKR014C
chrXI	466961	468667	-	YKR015C
chrXI	469671	471598	+	YKR016W
chrXI	471544	473456	-	YKR017C
chrXI	473570	475939	-	YKR018C
chrXI	476133	478174	-	YKR019C
chrXI	478321	479069	+	YKR020W
chrXI	479165	482117	+	YKR021W
chrXI	482047	483195	-	YKR022C
chrXI	483371	485095	+	YKR023W
chrXI	485067	487399	-	YKR024C
chrXI	487739	488720	+	YKR025W
chrXI	488559	489761	-	YKR026C
chrXI	491265	493740	+	YKR027W
chrXI	493882	497533	+	YKR028W
chrXI	497471	499838	-	YKR029C
chrXI	500230	501219	+	YKR030W
chrXI	501344	506395	-	YKR031C
chrXI	506517	506831	+	YKR032W
chrXI	506879	507304	-	YKR033C
chrXI	506898	507707	+	YKR034W
chrXI	507920	508561	-	YKR035C
chrXI	507922	508671	+	YKR035W-A
chrXI	508583	510663	-	YKR036C
chrXI	510744	511806	-	YKR037C
chrXI	511890	513168	-	YKR038C
chrXI	514999	516976	+	YKR039W
chrXI	518063	518566	-	YKR040C
chrXI	518179	519364	+	YKR041W
chrXI	519320	520858	+	YKR042W
chrXI	520744	521732	-	YKR043C
chrXI	521861	523414	+	YKR044W
chrXI	523297	523997	-	YKR045C
chrXI	524059	525083	-	YKR046C
chrXI	525257	525562	+	YKR047W
chrXI	525255	526659	-	YKR048C
chrXI	526767	527248	-	YKR049C
chrXI	527448	530577	+	YKR050W
chrXI	530829	532278	+	YKR051W
chrXI	532198	533535	-	YKR052C
chrXI	533976	535356	-	YKR053C
chrXI	535647	547925	-	YKR054C
chrXI	548165	549393	+	YKR055W
chrXI	549448	551367	+	YKR056W
chrXI	551627	552420	+	YKR057W
chrXI	552598	554712	+	YKR058W
chrXI	554959	556285	+	YKR059W
chrXI	556491	557407	+	YKR060W
chrXI	557595	559024	+	YKR061W
chrXI	558919	559366	-	snR42
chrXI	559605	560773	+	YKR062W
chrXI	560676	562303	-	YKR063C
chrXI	562503	565302	+	YKR064W
chrXI	565163	565921	-	YKR065C
chrXI	566021	567218	-	YKR066C
chrXI	567851	570304	+	YKR067W
chrXI	570222	570957	-	YKR068C
chrXI	571450	573428	+	YKR069W
chrXI	573570	574816	+	YKR070W
chrXI	574670	576043	-	YKR071C
chrXI	576335	578316	-	YKR072C
chrXI	578187	578507	-	YKR073C
chrXI	579217	579800	+	YKR074W
chrXI	579683	580781	-	YKR075C
chrXI	580212	580481	+	YKR075W-A
chrXI	582206	583435	+	YKR076W
chrXI	583628	584823	+	YKR077W
chrXI	584935	586752	+	YKR078W
chrXI	586643	589509	-	YKR079C
chrXI	590337	591507	+	YKR080W
chrXI	591412	592561	-	YKR081C
chrXI	592777	596378	+	YKR082W
chrXI	596287	596870	-	YKR083C
chrXI	596947	598925	-	YKR084C
chrXI	599023	599700	-	YKR085C
chrXI	599833	603165	+	YKR086W
chrXI	603095	604254	-	YKR087C
chrXI	604332	605431	-	YKR088C
chrXI	605551	608442	-	YKR089C
chrXI	608773	611207	+	YKR090W
chrXI	611493	612393	+	YKR091W
chrXI	612418	613914	-	YKR092C
chrXI	615636	617735	+	YKR093W
chrXI	617808	618777	-	YKR094C
chrXI	619805	625432	+	YKR095W
chrXI	625850	626326	+	YKR095W-A
chrXI	626546	630490	+	YKR096W
chrXI	631011	632832	+	YKR097W
chrXI	632942	635316	-	YKR098C
chrXI	635594	638394	+	YKR099W
chrXI	638438	640319	-	YKR100C
chrXI	640530	642736	+	YKR101W
chrXI	646356	649865	+	YKR102W
chrXI	653080	656736	+	YKR103W
chrXI	656837	657897	+	YKR104W
chrXI	658716	660464	-	YKR105C
chrXI	661442	663289	+	YKR106W
chrXII	585	4301	-	YLL067C
chrXII	843	1325	+	YLL067W-A
chrXII	5605	5775	+	YLL066W-B
chrXII	6120	9836	-	YLL066C
chrXII	6486	6968	+	YLL066W-A
chrXII	11726	12076	+	YLL065W
chrXII	13083	13445	-	YLL064C
chrXII	14489	16039	-	YLL063C
chrXII	16606	17622	-	YLL062C
chrXII	17940	19760	+	YLL061W
chrXII	20916	22121	-	YLL060C
chrXII	22474	22980	-	YLL059C
chrXII	23509	25383	+	YLL058W
chrXII	25756	26994	-	YLL057C
chrXII	27288	28528	-	YLL056C
chrXII	29805	31740	+	YLL055W
chrXII	32313	35232	-	YLL054C
chrXII	35503	35961	-	YLL053C
chrXII	35912	36361	-	YLL052C
chrXII	37145	39485	-	YLL051C
chrXII	39680	40439	-	YLL050C
chrXII	40666	41205	+	YLL049W
chrXII	41280	46265	-	YLL048C
chrXII	46672	47055	+	YLL047W
chrXII	46714	47463	-	YLL046C
chrXII	47782	48652	-	YLL045C
chrXII	48216	48662	+	YLL044W
chrXII	49900	52113	+	YLL043W
chrXII	51985	52568	-	YLL042C
chrXII	52763	53975	-	YLL041C
chrXII	54211	63645	-	YLL040C
chrXII	64005	65304	-	YLL039C
chrXII	65775	66518	-	YLL038C
chrXII	66562	66942	+	YLL037W
chrXII	66685	68283	-	YLL036C
chrXII	68478	70614	+	YLL035W
chrXII	70482	73184	-	YLL034C
chrXII	73408	74281	+	YLL033W
chrXII	74017	76852	-	YLL032C
chrXII	77059	80258	-	YLL031C
chrXII	80356	80697	-	YLL030C
chrXII	81358	83814	+	YLL029W
chrXII	84670	86955	+	YLL028W
chrXII	87197	88261	+	YLL027W
chrXII	88567	91439	+	YLL026W
chrXII	94712	95299	+	YLL025W
chrXII	95432	97515	-	YLL024C
chrXII	97854	98889	-	YLL023C
chrXII	98986	100201	-	YLL022C
chrXII	100947	105347	+	YLL021W
chrXII	105456	105814	-	YLL020C
chrXII	105686	107899	-	YLL019C
chrXII	106908	107000	+	YLL019W-A
chrXII	108192	109030	-	YLL018C-A
chrXII	109766	111585	-	YLL018C
chrXII	112234	112545	+	YLL017W
chrXII	112847	115993	+	YLL016W
chrXII	116313	121176	+	YLL015W
chrXII	121304	121790	+	YLL014W
chrXII	121678	124956	-	YLL013C
chrXII	125477	127342	+	YLL012W
chrXII	127512	129073	+	YLL011W
chrXII	128981	130855	-	YLL010C
chrXII	131085	131466	-	YLL009C
chrXII	131699	134098	+	YLL008W
chrXII	134117	136386	-	YLL007C
chrXII	136345	136521	+	YLL006W-A
chrXII	136548	137901	+	YLL006W
chrXII	137940	140546	-	YLL005C
chrXII	141067	142998	+	YLL004W
chrXII	143191	146101	+	YLL003W
chrXII	146267	147675	+	YLL002W
chrXII	147827	150330	+	YLL001W
chrXII	151333	154008	-	YLR001C
chrXII	154276	156384	-	YLR002C
chrXII	156766	157748	-	YLR003C
chrXII	157868	159560	-	YLR004C
chrXII	160012	161651	+	YLR005W
chrXII	161674	164068	-	YLR006C
chrXII	164378	165465	+	YLR007W
